명칭,종별,전체,전화번호,도로명주소,x,y
석치과의원,치과의원,0,053-755-0275,"대구광역시 수성구 청호로 373, 2층 (범어동, 한솔빌딩)",128.638254879,35.850605857
김재일치과의원,치과의원,0,053-742-5547,"대구광역시 수성구 수성로 412, 301호 (수성동4가, 수성보성타운118동상가)",128.614526479,35.862305565
예부부치과의원,치과의원,0,053-792-1188,"대구광역시 수성구 달구벌대로641길 17-2, 202호 (매호동)",128.707685852,35.841907171
상아치과의원,치과의원,0,053-762-1388,"대구광역시 수성구 용학로 2, 2층 (파동)",128.610399420,35.825202536
조병완치과의원,치과의원,0,053-753-4052,"대구광역시 수성구 동대구로 274, 7동 201호 (범어동, 궁전맨션상가)",128.626187299,35.853875000
보람치과의원,치과의원,0,053-792-2862,대구광역시 수성구 달구벌대로641길 17 (매호동),128.708037699,35.841741041
구민치과의원,치과의원,0,053-793-3999,대구광역시 수성구 달구벌대로 3207 (신매동),128.707831890,35.840312150
한마음치과의원,치과의원,0,053-754-2875,"대구광역시 수성구 교학로11길 46, 207호 (만촌동, 만촌우방타운상가)",128.654876194,35.850133252
뿌리깊은치과의원,치과의원,0,053-745-7373,"대구광역시 수성구 동대구로 337, 305호 (범어동, 범어화성파크리젠시 상가)",128.626017017,35.860652574
미즈치과의원,치과의원,0,053-781-2811,"대구광역시 수성구 지범로 59, 4층 (지산동, 동아스포츠센터)",128.629255734,35.826056776
장윤제치과의원,치과의원,0,053-752-9797,대구광역시 수성구 달구벌대로 2297 (수성동4가),128.613843698,35.860077924
수성신세계연합치과의원,치과의원,0,053-765-7522,대구광역시 수성구 들안로 274 (수성동3가),128.617542420,35.854467883
뉴톤치과의원,치과의원,0,053-424-7501,"대구광역시 수성구 달구벌대로 2362, 5층 (수성동3가)",128.620878365,35.859087836
정우치과의원,치과의원,0,053-783-0999,"대구광역시 수성구 지범로22길 20, 203호 (지산동, 현대맨션상가)",128.634846584,35.822269357
동재치과의원,치과의원,0,053-793-2842,"대구광역시 수성구 달구벌대로 3114, 4층 (시지동)",128.697446515,35.842303380
조은치과의원,치과의원,0,053-794-2119,대구광역시 수성구 달구벌대로 3205 (신매동),128.707452091,35.840459767
우정치과의원,치과의원,0,053-794-2875,대구광역시 수성구 신매로 101 (신매동),128.708928706,35.838605713
범어에이스치과의원,치과의원,0,053-746-4500,대구광역시 수성구 국채보상로 856 (범어동),128.624197026,35.866908324
준앤은치과의원,치과의원,0,053-784-2875,"대구광역시 수성구 지범로 248, 3층 (범물동, 대양빌딩)",128.644659630,35.817575741
미소담연합치과의원,치과의원,0,053-746-0275,"대구광역시 수성구 동원로 135, 122동 203호 (만촌동, 메트로팔레스1단지아파트)",128.634670543,35.870763714
지산삼성치과의원,치과의원,0,053-784-5007,대구광역시 수성구 지범로 171 (지산동),128.638582625,35.822145627
수옥치과의원,치과의원,0,053-755-0606,"대구광역시 수성구 수성로 393, 221호 (수성동4가, 수성하이츠상가)",128.613697201,35.860503537
서울미치과의원,치과의원,0,053-783-7582,대구광역시 수성구 지범로 208 (범물동),128.641315162,35.819738257
지산행복을 심는 치과의원,치과의원,0,053-784-7528,"대구광역시 수성구 용학로 212, 4층 (지산동)",128.631381375,35.821249062
장원연합치과의원,치과의원,0,053-762-2804,대구광역시 수성구 청수로 202 (지산동),128.629938434,35.838968733
늘사랑치과의원,치과의원,0,053-753-2822,대구광역시 수성구 달구벌대로 2501 (범어동),128.636342664,35.859165049
권병철치과의원,치과의원,0,053-741-1452,대구광역시 수성구 화랑로 118 (만촌동),128.639742798,35.873099023
이사랑연합치과의원,치과의원,0,053-783-1414,"대구광역시 수성구 지범로 183, 304호 (지산동, 태성시티월드)",128.639661810,35.821542604
수성한빛치과의원,치과의원,0,053-763-2804,대구광역시 수성구 청수로 29 (중동),128.611495350,35.841202034
명원연합치과의원,치과의원,0,053-793-8308,"대구광역시 수성구 달구벌대로 3218, 5층 (신매동, 서해빌딩)",128.708264223,35.839336126
민들레치과의원,치과의원,0,053-423-2815,"대구광역시 수성구 들안로 416, 청운신협 4층 (범어동)",128.618605614,35.867097922
현대연합치과의원,치과의원,0,053-793-7582,대구광역시 수성구 신매로 88 (신매동),128.709071591,35.837285485
밝은미소치과의원,치과의원,0,053-765-7528,"대구광역시 수성구 청수로 213, 206호 (황금동, 캐슬골드파크종합상가)",128.631054600,35.839970353
이수경치과의원,치과의원,0,053-745-2751,"대구광역시 수성구 상록로 15, 203호 (범어동, 범어센트럴푸르지오)",128.623555862,35.861120134
김앤구치과의원,치과의원,0,053-755-5588,대구광역시 수성구 달구벌대로 2401 (범어동),128.625285469,35.859746164
두산박치과의원,치과의원,0,053-765-5566,"대구광역시 수성구 동대구로 44, 4층 (지산동)",128.624212956,35.834135555
소중한이치과의원,치과의원,0,053-759-5558,"대구광역시 수성구 화랑로 68, 3층 (만촌동, 이주빌딩)",128.634645192,35.871408149
한겨레치과의원,치과의원,0,053-753-0172,대구광역시 수성구 달구벌대로 2670 (만촌동),128.653349160,35.854693324
신세계연합치과의원,치과의원,0,053-742-2825,"대구광역시 수성구 동원로 110, 321동 203호 (만촌동, 메트로팔레스3단지)",128.637152278,35.870283161
구세치과의원,치과의원,0,053-742-7070,"대구광역시 수성구 화랑로 22, 5층 (만촌동)",128.631502847,35.868290739
수성연합치과의원,치과의원,0,053-744-2275,대구광역시 수성구 달구벌대로 2488 (범어동),128.634790769,35.858433845
범물동산치과의원,치과의원,0,053-783-7528,"대구광역시 수성구 범안로 62, 3층 (범물동, 수성빌딩)",128.644634598,35.817698211
장원치과의원,치과의원,0,053-741-2080,"대구광역시 수성구 달구벌대로 2380, 4층 (범어동)",128.622833132,35.859016399
청아연합치과의원,치과의원,0,053-763-2222,대구광역시 수성구 청수로 23 (중동),128.610617840,35.841180937
문선혜연합치과의원,치과의원,0,053-755-0755,대구광역시 수성구 달구벌대로 2295 (수성동4가),128.613588452,35.860088998
아이큰숲치과의원,치과의원,0,053-759-1275~6,"대구광역시 수성구 달구벌대로 2421, 6층 (범어동)",128.627652716,35.859406562
청산치과의원,치과의원,0,053-741-2890,"대구광역시 수성구 수성로 400, 204호 (수성동4가, 수성우방팔레스아파트상가)",128.614681865,35.861077056
삼성연합치과의원,치과의원,0,053-794-7575,"대구광역시 수성구 달구벌대로 3204, 5층 (신매동, 형보빌딩)",128.706916420,35.839940819
이석기의미치과의원,치과의원,0,053-794-0002,"대구광역시 수성구 달구벌대로 3202, 3층 (신매동)",128.706722606,35.840002411
시지예미송키즈치과의원,치과의원,0,053-794-2879,대구광역시 수성구 달구벌대로 3231 (신매동),128.709914910,35.839335806
미아름다운치과의원,치과의원,0,053-744-2875,"대구광역시 수성구 청수로 83, 3층 (황금동)",128.617325817,35.840711007
이노치과의원,치과의원,0,053-782-2822,"대구광역시 수성구 청수로 196, 3층 (지산동)",128.629498580,35.838798634
명성치과의원,치과의원,0,053-745-2288,대구광역시 수성구 달구벌대로 2395 (범어동),128.624545718,35.859567347
매일웃는치과의원,치과의원,0,053-755-2872,대구광역시 수성구 달구벌대로 2582 (만촌동),128.645196812,35.858611984
미래연합치과의원,치과의원,0,053-743-7528,"대구광역시 수성구 교학로11길 46, 302호 (만촌동, 만촌우방타운)",128.653817232,35.850278379
인앤인치과의원,치과의원,0,053-767-2075,"대구광역시 수성구 동대구로 111, 2층 (황금동)",128.623537436,35.840327854
황금미치과의원,치과의원,0,053-763-0028,"대구광역시 수성구 동대구로 102, 3층 (지산동)",128.624710446,35.839274701
미소인치과의원,치과의원,0,053-752-7575,"대구광역시 수성구 동대구로 331, 8층 (범어동, 청효정빌딩)",128.625699904,35.860113757
수성연세치과의원,치과의원,0,053-743-0275,"대구광역시 수성구 달구벌대로 2482, 4층 (범어동, 진앤진빌딩)",128.633944918,35.858390367
송경치과교정과치과의원,치과의원,0,053-783-0274,대구광역시 수성구 지범로 182 (지산동),128.639084565,35.821058095
남부연세치과의원,치과의원,0,053-755-9882,"대구광역시 수성구 달구벌대로 2594, 2-3층 (만촌동)",128.646379839,35.858440272
범어만촌이튼연합치과의원,치과의원,0,053-754-0063,"대구광역시 수성구 달구벌대로 2583, 211호 (만촌동, 월드메르디앙상가)",128.645395050,35.859259249
정유경치과의원,치과의원,0,053-768-2638,"대구광역시 수성구 청수로 186, 3층 (지산동)",128.628463142,35.838674111
명치과의원,치과의원,0,053-762-2060,대구광역시 수성구 상화로 138 (두산동),128.622011208,35.835211110
이28연합치과의원,치과의원,0,053-742-0275,"대구광역시 수성구 달구벌대로 2296, 4층 (수성동1가, 영광빌딩)",128.613598500,35.859468336
포도나무치과의원,치과의원,0,053-795-7575,"대구광역시 수성구 달구벌대로 3098, 2층 (시지동)",128.695763887,35.842631641
예쁜치아만들기치과의원,치과의원,0,053-425-4253,"대구광역시 수성구 달구벌대로 2288, 5층 (수성동1가, 하이게인빌딩)",128.612818142,35.859533425
서울프라임치과의원,치과의원,0,053-791-7528,"대구광역시 수성구 달구벌대로 3181, 2층 (매호동)",128.704867988,35.841245948
사과나무치과의원,치과의원,0,053-781-2875,"대구광역시 수성구 지범로 190, 5층 (범물동)",128.639760255,35.820668502
시지퍼스트치과의원,치과의원,0,053-793-2875,"대구광역시 수성구 달구벌대로 3294, 4층 (신매동, 시지퍼스트)",128.715855156,35.836371159
수성김앤김치과의원,치과의원,0,053-473-6400,"대구광역시 수성구 명덕로 368, 112호 (수성동1가, 한가람상가)",128.609690585,35.854360109
행복한치과의원,치과의원,0,053-759-5678,"대구광역시 수성구 들안로 360, 201,202호 (수성동4가, 수성태영데시앙아파트)",128.619572966,35.862823870
그린치과의원,치과의원,0,053-767-1875,"대구광역시 수성구 명덕로 455, 101동 202.203호 (수성동3가, 수성3가롯데캐슬아파트)",128.620058532,35.854370716
최미치과의원,치과의원,0,053-764-9898,"대구광역시 수성구 청수로 213, 202호 (황금동, 캐슬골드파크종합상가)",128.631054600,35.839970353
미플러스치과의원,치과의원,0,053-762-7528,대구광역시 수성구 수성로 74 (상동),128.611444915,35.831888901
더플란트치과의원,치과의원,0,053-763-0001,"대구광역시 수성구 동대구로 311, 13층 (범어동, 범어 애플타워)",128.625258090,35.858112954
조성영치과의원,치과의원,0,053-755-4094,대구광역시 수성구 달구벌대로 2514 (범어동),128.637591585,35.858506816
시지엔(N)연합치과의원,치과의원,0,053-795-7528,"대구광역시 수성구 달구벌대로 3210, 4층 (신매동)",128.707661264,35.839611076
더블유치과의원,치과의원,0,053-753-2879,"대구광역시 수성구 달구벌대로 2403, 6층 (범어동)",128.625447913,35.859778974
예스치과의원,치과의원,0,053-425-9100,"대구광역시 수성구 달구벌대로 2348, 9층 (수성동3가, 수협빌딩)",128.619357025,35.859171929
남광치과의원,치과의원,0,053-767-2875,대구광역시 수성구 수성로 244 (중동),128.613154219,35.847234682
에녹치과의원,치과의원,0,053-746-2879,"대구광역시 수성구 명덕로 455, 213호 (수성동3가,롯데캐슬상가2층)",128.620058532,35.854370716
김희영치과의원,치과의원,0,053-761-8228,"대구광역시 수성구 청수로 213, 2층 204-1호 (황금동, 캐슬골드파크 종합상가동)",128.629514523,35.839512626
수성루이치과의원,치과의원,0,053-752-1600,"대구광역시 수성구 달구벌대로 2397, 4층 (범어동, LIG 손해보험빌딩)",128.624828153,35.859663685
서울더블유치과의원,치과의원,0,053-744-2879,대구광역시 수성구 명덕로 481 (범어동),128.622961598,35.854077150
정앤정치과의원,치과의원,0,053-473-9477,대구광역시 수성구 달구벌대로 2518 (범어동),128.638009034,35.858491867
범어성치과의원,치과의원,0,053-752-2455,"대구광역시 수성구 동대구로 345, 301호 (범어동, 우방유쉘상가)",128.626081472,35.861551034
위브치과의원,치과의원,0,053-473-9477,"대구광역시 수성구 달구벌대로 2435, 301동 303호 (범어동, 두산위브더제니스)",128.629098672,35.859342506
범어강치과의원,치과의원,0,053-752-2455,"대구광역시 수성구 동대구로 345, 1동 205호 (범어동, 범어유쉘아파트상가)",128.626081472,35.861551034
엠치과의원(시지점),치과의원,0,053-792-0035,대구광역시 수성구 달구벌대로 3188 (신매동),128.705215366,35.840317217
닥터유플란트치과의원,치과의원,0,053-783-8528,대구광역시 수성구 용학로 214 (지산동),128.631695573,35.821125735
